sector,time,flux,flux_err
14,1683.5483407231588,1.0001557730767703,0.00029142014088475967
14,1683.5497296475444,1.0000822660879327,0.0002914246498912304
14,1683.5511185719304,0.9996858987198658,0.00029135391049125205
14,1683.5525074963155,0.9995509529151607,0.00029135199461461297
14,1683.5538964209334,0.9998671719790788,0.00029124890585709796
14,1683.556674269705,0.9996451000196205,0.0002913123726493315
14,1683.5580631940904,0.9994891624973004,0.00029129633203443984
14,1683.559452118476,1.0001897833219373,0.00029147983731057654
14,1683.560841043094,0.9995233922114224,0.00029135889884195277
14,1683.562229967479,1.0000490151160724,0.0002914697806310195
14,1683.5636188918654,0.9994631085665371,0.0002913420172586071
14,1683.5650078162519,1.0001440692268262,0.00029149057330313824
14,1683.5691745894076,1.0003328318088336,0.00029140432710031823
14,1683.5705635137926,0.9999967759470068,0.0002915014342060024
14,1683.5719524381786,1.000023618512481,0.0002912904473334632
14,1683.57473028695,0.9996179460460043,0.00029131128989465916
14,1683.5775081357208,1.0003417238192167,0.0002915104790482547
14,1683.578897059873,0.9998605695416106,0.00029144671423961407
14,1683.5802859842586,0.9999699448339139,0.00029143607341174126
14,1683.581674908645,1.0004663849023538,0.0002914309574721325
14,1683.58306383303,0.9999481622964136,0.0002914580909267468
14,1683.5844527574152,1.0001379200921696,0.00029143707526957906
14,1683.5858416818007,0.9999718444321657,0.00029145938380749055
14,1683.5886195303394,0.9994780062588928,0.0002914791263307106
14,1683.5900084547254,0.9993758268528518,0.00029130163845468966
14,1683.5913973788777,1.000015726948643,0.00029144481980412343
14,1683.5927863032625,1.000171795757451,0.00029134758044673957
14,1683.5941752276483,0.9999989615793702,0.0002914160631394258
14,1683.595564151802,0.9999009804294545,0.00029138079765868844
14,1683.5969530761874,0.9997184183071627,0.0002913669067918733
14,1683.5983420005725,1.0000320779476857,0.00029135319091272606
14,1683.5997309247257,0.9999081899494807,0.00029134637490589056
14,1683.6011198491105,0.9997377106958177,0.00029133810891611537
14,1683.6025087732626,1.0001328794054902,0.00029139116688015043
14,1683.603897697649,0.9997703009264303,0.00029141607532373294
14,1683.6052866218022,1.0000713656612932,0.0002912584118154527
14,1683.609453394725,1.0005459207681051,0.0002914299604970242
14,1683.6150090915687,0.9996742583624741,0.0002913685967812406
14,1683.6163980157219,1.0001711089117635,0.00029131585641792654
14,1683.617786940107,1.0002884710953948,0.0002914642628878776
14,1683.6191758642597,0.9994216821755434,0.00029129984924627255
14,1683.6205647884133,0.999575293298778,0.00029142120615374776
14,1683.6219537127984,1.0001020443260786,0.0002913894154271417
14,1683.6233426369506,1.0005334625026088,0.00029149537259488633
14,1683.6247315611033,1.0001089320597296,0.00029142675741238846
14,1683.6261204852565,0.9999522758910532,0.00029130056806903705
14,1683.627509409642,1.0005012475930348,0.00029140342529110016
14,1683.628898333795,0.9998179559465685,0.0002913854343104182
14,1683.6302872579479,0.999791140930284,0.00029154731569167687
14,1683.6316761821001,0.9998442991278434,0.00029136622707519316
14,1683.6330651062524,0.999834789417884,0.00029140626023146406
14,1683.634454030405,0.9994092344185114,0.00029128642067103184
14,1683.6358429545583,0.9996786582684212,0.00029132317886150803
14,1683.6386208028637,1.0003359812441726,0.00029147246919536716
14,1683.6427875753213,1.0002551261963666,0.0002914225709954313
14,1683.644176499474,1.000364808354862,0.00029154955297698245
14,1683.6455654236272,1.0000084743329973,0.000291363889151491
14,1683.64695434778,1.0004689742083914,0.00029151879577425947
14,1683.6483432719322,0.9997544495688028,0.0002914247056900113
14,1683.6497321960844,0.9999755413894826,0.00029144113914222875
14,1683.651121120238,1.000034433728642,0.00029142302303697713
14,1683.6525100443907,0.9999172003077629,0.0002913507326126814
14,1683.655287892696,1.0001498762697396,0.0002914409737538708
14,1683.656676816616,0.9998456626799483,0.00029131918390280033
14,1683.6580657407683,0.9991671816016355,0.00029126154322867733
