# WASP-106b
# Reference: <a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>
# Transit duration reference: <a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>
# Period: 9.2897057
# Mid-transit time: 652.8387699997984
# Transit duration: 5.3589155
sector,time,phase,flux_raw,flux,flux_err
9,1544.7956600277473,0.015624050172948092,6719.42724609375,1.003013951222963,0.001843906520744841
9,1544.7970489407464,0.015773561152516116,6713.4267578125,1.0021182323583802,0.0018412378816886831
9,1544.7984378537449,0.01592307213202845,6700.408203125,1.0001749215341433,0.0018405653540260274
9,1544.7998267667426,0.01607258311144795,6721.45166015625,1.0033160725357146,0.0018418569076023023
9,1544.801215679741,0.016222094090941715,6737.1005859375,1.0056519777407833,0.001844634084887055
9,1544.8026045927395,0.01637160507043548,6713.82177734375,1.0021771113239346,0.0018418314893621814
9,1544.8039935057377,0.016521116049910675,6695.8525390625,0.9994948085020664,0.0018400803328851027
9,1544.8053824187361,0.01667062702940444,6717.18017578125,1.0026783789579925,0.0018417239319083879
9,1544.8067713317346,0.016820138008898207,6704.30419921875,1.0007563511117359,0.0018403601252513669
9,1544.808160244733,0.01696964898839197,6724.076171875,1.0037077063060902,0.0018427177801584543
9,1544.8095491577308,0.017119159967811475,6714.9765625,1.0023493795654386,0.0018421981425484413
9,1544.8109380707285,0.017268670947230978,6702.44287109375,1.0004784450000646,0.0018406264967230613
9,1544.8123269837276,0.01741818192681757,6695.3369140625,0.9994177122928555,0.0018394053305625382
9,1544.8137158967268,0.017567692906385594,6707.38525390625,1.0012161551138186,0.0018411978333902537
9,1544.8151048097245,0.017717203885805097,6713.74462890625,1.002165402057891,0.0018431405213399843
9,1544.816493722723,0.01786671486529886,6722.68896484375,1.003500507897677,0.0018418537292560553
9,1544.8178826352557,0.018016225794666035,6745.31005859375,1.006877152890076,0.0018436882268277146
9,1544.8192715482542,0.018165736774159797,6694.70703125,0.9993235821732406,0.0018393635656525616
9,1544.8206604612524,0.018315247753634998,6722.97119140625,1.0035425715458723,0.0018417314697314496
9,1544.8220493742508,0.01846475873312876,6719.10302734375,1.0029651465233285,0.0018397387362513076
9,1544.8234382872492,0.018614269712622526,6711.41357421875,1.001817315081878,0.0018400655453353744
9,1544.824827200247,0.018763780692042025,6705.60498046875,1.0009502408546909,0.0018403788306217879
9,1544.8262161132448,0.018913291671480096,6731.99560546875,1.0048895659629242,0.0018426374053641895
9,1544.8276050262439,0.019062802651048122,6709.3994140625,1.001516595632627,0.0018409356469048254
9,1544.828993939243,0.019212313630616148,6740.96630859375,1.0062285858028008,0.0018415374869702773
9,1544.8303828522407,0.01936182461003565,6724.4931640625,1.0037696069041087,0.0018409107981374978
9,1544.8317717647735,0.019511335539402822,6690.15673828125,0.9986441641890366,0.0018380002984071102
9,1544.833160677772,0.019660846518896585,6715.0009765625,1.0023526587513598,0.0018400803590372956
9,1544.8345495907702,0.019810357498371785,6729.03564453125,1.0044476014444381,0.0018406345099448314
9,1544.8359385037686,0.01995986847786555,6706.69775390625,1.0011131882848887,0.0018398197694468282
9,1544.837327416767,0.020109379457359317,6711.54638671875,1.0018369254298187,0.0018400045075804147
9,1544.8387163297655,0.02025889043685308,6719.90234375,1.0030842031160614,0.0018397577659223481
9,1544.8401052427632,0.020408401416272582,6728.26318359375,1.0043322096094418,0.0018406216825396443
9,1544.8414941552953,0.02055791234558406,6692.9990234375,0.9990682841421291,0.0018368281515846224
9,1544.8428830682944,0.020707423325152085,6710.4384765625,1.0016714611032107,0.00184038216157941
9,1544.8442719812936,0.02085693430472011,6718.240234375,1.0028360130145573,0.001840331443560688
9,1544.8456608942913,0.02100644528413961,6738.9775390625,1.0059314621829976,0.0018397181363251902
9,1544.8470498072897,0.021155956263633376,6718.1533203125,1.0028229963216257,0.0018388403324696172
9,1544.848438720288,0.021305467243108576,6704.1376953125,1.0007308536681654,0.0018368460339514764
9,1544.8498276328207,0.02145497817247575,6685.2265625,0.9979079555874008,0.0018363135847895681
9,1544.8512165458192,0.02160448915196951,6721.537109375,1.0033280321603428,0.0018377288444141116
9,1544.8526054588176,0.021754000131463277,6721.3125,1.0032944830812531,0.0018380052595272439
9,1544.853994371816,0.021903511110957043,6703.6943359375,1.000664587369634,0.001837372449709637
9,1544.8553832848138,0.02205302209037654,6718.17333984375,1.0028258557235232,0.0018383600731475822
9,1544.8567721973466,0.022202533019762282,6716.79541015625,1.0026201498304916,0.0018377769454354753
9,1544.8581611103457,0.022352043999330308,6706.4794921875,1.0010802650096637,0.0018372393715224708
9,1544.8595500233441,0.02250155497882407,6693.65283203125,0.9991656002523667,0.0018346992822359381
9,1544.8609389363419,0.022651065958243576,6715.951171875,1.0024940654252843,0.0018356477578735523
9,1544.8623278493403,0.02280057693773734,6742.97607421875,1.0065280672638748,0.0018376942217119222
9,1544.863716761873,0.02295008786710451,6685.56591796875,0.9979583975567151,0.001834371746575379
9,1544.8651056748713,0.02309959884657971,6699.5732421875,1.0000492577386757,0.0018352252710212703
9,1544.8664945878697,0.023249109826073474,6700.52490234375,1.0001912911814477,0.0018344209229766244
9,1544.8678835008682,0.023398620805567236,6714.3828125,1.0022598481014944,0.0018363762791312954
9,1544.869272413401,0.023548131734934412,6700.50048828125,1.000187604017665,0.001834531881669236
9,1544.8706613263987,0.023697642714353914,6716.60107421875,1.0025909263598844,0.0018350273819140624
